Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,IPA_Morphology_R,IPA_Production_R,IPA_UR,IPA_SR
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kelato,c*al.k*e.la.to,lp-k,lk*
Poknvlp-cinxn,폭넓지는,퐁넓찌는,PoN.nvlp.Ji.nxn,lp-c,lpJ,0,0,,,1,lC+Obstruen,pʰoknʌlp-cinɨn,pʰoŋ.nʌlp.c*i.nɨn,lp-c,lpc*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
talm-cinxn,닮지는,담찌는,tam.Ji.nxn,lm-c,mJ,0,1,,,1,lC+Obstruen,talm-cinɨn,tam.c*i.nɨn,lm-c,mc*
talm-cin,닮진,닮찐,talm.Jin,lm-c,lmJ,0,0,,,1,lC+Obstruen,talm-cin,talm.c*in,lm-c,lmc*
ilk-ko,읽고,일꾸,il.gu,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*u,lk-k,lk*
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ko,ilk.k*o,lk-k,lkk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
ilk-ko,읽고,일꾸,il.gu,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*u,lk-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꾸,mal.gu,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*u,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
talm-ko,닮고,닮꼬,talm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,talm-ko,talm.k*o,lm-k,lmk*
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ko,ilk.k*o,lk-k,lkk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alk.k*o,lp-k,lkk*
salm-ko,삶고,삶꼬,salm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,salm-ko,salm.k*o,lm-k,lmk*
salm-ko,삶고,삼꼬,sam.go,lm-k,mg,0,1,,,1,lC+Obstruen,salm-ko,sam.k*o,lm-k,mk*
salm-ci,삶지,쌂찌,Salm.Ji,lm-c,lmJ,0,0,,,1,lC+Obstruen,salm-ci,s*alm.c*i,lm-c,lmc*
salm-ko,삶고,삶꼬,salm.go,lm-k,lmg,0,0,,,1,lC+Obstruen,salm-ko,salm.k*o,lm-k,lmk*
ilk-ki,읽기,읽끼,ilk.gi,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ki,ilk.k*i,lk-k,lkk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
nvlp-ke,넓게,넓께,nvlp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ke,nʌlp.k*e,lp-k,lpk*
nxlk-ko,늙고,늙꼬,nxlk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,nɨlk-ko,nɨlk.k*o,lk-k,lkk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
cvlm-kito,젊기도,점끼도,cvm.gi.to,lm-k,mg,0,1,,,1,lC+Obstruen,cʌlm-kito,cʌm.k*i.to,lm-k,mk*
cvlm-kito,젊기도,점끼두,cvm.gi.tu,lm-k,mg,0,1,,,1,lC+Obstruen,cʌlm-kito,cʌm.k*i.tu,lm-k,mk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
nxlk-kito,늙기도,늘끼도,nxl.gi.to,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-kito,nɨl.k*i.to,lk-k,lk*
mulk-ci,묽지,묽찌,mulk.Ji,lk-c,lkJ,0,0,,,1,lC+Obstruen,mulk-ci,mulk.c*i,lk-c,lkc*
mulk-ci,묽지,묽찌,mulk.Ji,lk-c,lkJ,0,0,,,1,lC+Obstruen,mulk-ci,mulk.c*i,lk-c,lkc*
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ko,c*al.k*o,lp-k,lk*
kulm-kvna,굶거나,굼꺼나,kum.gv.na,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-kʌna,kum.k*ʌ.na,lm-k,mk*
kulk-ke,굵게,굴께,kul.ge,lk-k,lg,1,0,,,1,lC+Obstruen,kulk-ke,kul.k*e,lk-k,lk*
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ko,c*al.k*o,lp-k,lk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
malk-talako,맑다라고,맑따라고,malk.da.la.ko,lk-t,lkd,0,0,,,1,lC+Obstruen,malk-talako,malk.t*a.la.ko,lk-t,lkt*
palp-kvna,밟거나,발꺼나,pal.gv.na,lp-k,lg,1,0,,,1,lC+Obstruen,palp-kʌna,pal.k*ʌ.na,lp-k,lk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ko,c*alk.k*o,lp-k,lkk*
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alk.k*e,lp-k,lkk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-kenxn,짧게는,짥께는,Jalk.ge.nxn,lp-k,lkg,0,0,,,1,lC+Obstruen,c*alp-kenɨn,c*alk.k*e.nɨn,lp-k,lkk*
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kenɨn,c*al.k*e.nɨn,lp-k,lk*
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kelato,c*al.k*e.la.to,lp-k,lk*
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-kʌna,il.k*ʌ.na,lk-k,lk*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,,,1,lC+Obstruen,malk-ko,mal.k*o,lk-k,lk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
palp-ko,밟고,밝꼬,palk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,palp-ko,palk.k*o,lp-k,lkk*
palp-ki,밟기,발끼,pal.gi,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ki,pal.k*i,lp-k,lk*
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,jalp-ke,jalp.k*e,lp-k,lpk*
yalp-ta,얇다,얇따,yalp.da,lp-t,lpd,0,0,,,1,lC+Obstruen,jalp-ta,jalp.t*a,lp-t,lpt*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ke,palk.k*e,lk-k,lkk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ke,pal.k*e,lk-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ke,c*alp.k*e,lp-k,lpk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-ki,밝기,발끼,pal.gi,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ki,pal.k*i,lk-k,lk*
palk-ki,밝기,발끼,pal.gi,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ki,pal.k*i,lk-k,lk*
palk-ta,밝다,발따,pal.da,lk-t,ld,1,0,,,1,lC+Obstruen,palk-ta,pal.t*a,lk-t,lt*
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlp.k*o,lp-k,lpk*
palk-ta,밝다,밝따,palk.da,lk-t,lkd,0,0,,,1,lC+Obstruen,palk-ta,palk.t*a,lk-t,lkt*
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ko,palk.k*o,lk-k,lkk*
palk-cito,밝지도,받찌도,pat.Ji.to,lk-c,tJ,0,1,,,1,lC+Obstruen,palk-cito,pat.c*i.to,lk-c,tc*
palp-ke,밟게,발께,pal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ke,pal.k*e,lp-k,lk*
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,,,1,lC+Obstruen,ilk-ko,il.k*o,lk-k,lk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
palp-kosv,밟고서,발꼬서,pal.go.sv,lp-k,lg,1,0,,,1,lC+Obstruen,palp-kosʌ,pal.k*o.sʌ,lp-k,lk*
palp-ki,밟기,발끼,pal.gi,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ki,pal.k*i,lp-k,lk*
palp-kito,밟기도,밟끼도,palp.gi.to,lp-k,lpg,0,0,,,1,lC+Obstruen,palp-kito,palp.k*i.to,lp-k,lpk*
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*o,lm-k,mk*
kulm-ci,굶지,굼찌,kum.Ji,lm-c,mJ,0,1,,,1,lC+Obstruen,kulm-ci,kum.c*i,lm-c,mc*
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,,,1,lC+Obstruen,kulm-ko,kum.k*o,lm-k,mk*
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,palp-ko,palp.k*o,lp-k,lpk*
kxlk-ko,긁고,글고,kxl.ko,lk-k,lk,1,0,,,0,lC+Obstruen,kɨlk-ko,kɨl.ko,lk-k,lk
nvlp-cimanxn,넓지마는,널찌마는,nvl.Ji.ma.nxn,lp-c,lJ,1,0,,,1,lC+Obstruen,nʌlp-cimanɨn,nʌl.c*i.ma.nɨn,lp-c,lc*
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,palp-ko,palp.k*o,lp-k,lpk*
Jalp-ciman,짧지만,짤찌만,Jal.Ji.man,lp-c,lJ,1,0,,,1,lC+Obstruen,c*alp-ciman,c*al.c*i.man,lp-c,lc*
ilk-koman,읽고만,읽꼬만,ilk.go.man,lk-k,lkg,0,0,,,0,lC+Obstruen,ilk-koman,ilk.k*o.man,lk-k,lkk*
Jalp-ki,짧기,짧끼,Jalp.gi,lp-k,lpg,0,0,,,1,lC+Obstruen,c*alp-ki,c*alp.k*i,lp-k,lpk*
ilk-ta,읽다,일따,il.da,lk-t,ld,1,0,,,1,lC+Obstruen,ilk-ta,il.t*a,lk-t,lt*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ke,c*al.k*e,lp-k,lk*
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-ko,c*al.k*o,lp-k,lk*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,,,1,lC+Obstruen,palk-ke,palk.k*e,lk-k,lkk*
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,,,1,lC+Obstruen,jalp-ke,jalp.k*e,lp-k,lpk*
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,,,1,lC+Obstruen,nɨlk-ko,nɨl.k*o,lk-k,lk*
kulk-ko,굵고,굴꼬,kul.go,lk-k,lg,1,0,,,1,lC+Obstruen,kulk-ko,kul.k*o,lk-k,lk*
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,,,1,lC+Obstruen,palp-ko,pal.k*o,lp-k,lk*
Jalp-canhayo,짧잖아요,짧짜나요,Jalp.Ja.na.yo,lp-c,lpJ,0,0,,,1,lC+Obstruen,c*alp-canhajo,c*alp.c*a.na.jo,lp-c,lpc*
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0,1,,,1,lC+Obstruen,cʌlm-ko,cʌm.k*o,lm-k,mk*
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ko,nʌl.k*o,lp-k,lk*
salm-kosv,삶고서,쌈꾸서,Sam.gu.sv,lm-k,mg,0,1,,,1,lC+Obstruen,salm-kosʌ,s*am.k*u.sʌ,lm-k,mk*
nvlp-sxpnita,넓습니다,넓씀니다,nvlp.Sxm.ni.ta,lp-s,lpS,0,0,,,1,lC+Obstruen,nʌlp-sɨpnita,nʌlp.s*ɨm.ni.ta,lp-s,lps*
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,,,1,lC+Obstruen,talm-ko,tam.k*o,lm-k,mk*
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,,,1,lC+Obstruen,c*alp-kenɨn,c*al.k*e.nɨn,lp-k,lk*
nvlp-ko,넓고,넑꼬,nvlk.go,lp-k,lkg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlk.k*o,lp-k,lkk*
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,nʌlp-ko,nʌlp.k*o,lp-k,lpk*
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,,,1,lC+Obstruen,palp-ko,palp.k*o,lp-k,lpk*
talm-kin,닮긴,달낀,tal.gin,lm-k,lg,1,0,,,1,lC+Obstruen,talm-kin,tal.k*in,lm-k,lk*
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,,,1,lC+Obstruen,palk-ko,pal.k*o,lk-k,lk*
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,,,1,lC+Obstruen,ilk-ko,ilk.k*o,lk-k,lkk*
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,,,1,lC+Obstruen,nʌlp-ke,nʌl.k*e,lp-k,lk*
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,,,1,lC+Obstruen,c*alp-tako,c*al.t*a.ko,lp-t,lt*
