Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n,...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,JunctureType
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ke,읽게,일께,il.ge,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ke,읽게,일께,il.ge,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-kegxm,읽게끔,일께끔,il.ge.gxm,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-konxn,읽고는,일꼬는,il.go.nxn,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-koman,읽고만,일꼬만,il.go.man,lk-k,lg,1.0,0.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-kosv,읽고서,일꼬서,il.go.sv,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-kosv,읽고서,일꼬서,il.go.sv,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ki,읽기,일끼,il.gi,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-kito,읽기도,일끼도,il.gi.to,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-kilatxnka,읽기라든가,일끼라던가,il.gi.la.tvn.ka,lk-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ta,읽다,일따,il.da,lk-t,ld,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ta,읽다,일따,il.da,lk-t,ld,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ta,읽다,일따,il.da,lk-t,ld,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-taka,읽다가,일따가,il.da.ka,lk-t,ld,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-tvn,읽던,일떤,il.dvn,lk-t,ld,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-canha,읽잖아,일짜나,il.Ja.na,lk-c,lJ,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-canhayo,읽잖아요,일짜나요,il.Ja.na.yo,lk-c,lJ,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-camaca,읽자마자,일짜마자,il.Ja.ma.ca,lk-c,lJ,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ci,읽지,일찌,il.Ji,lk-c,lJ,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일코,il.Ko,lk-k,lK,1.0,0.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,일코,il.Ko,lk-k,lK,1.0,0.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ki,읽기,일키,il.Ki,lk-k,lK,1.0,0.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
ilk-cinxn,읽지는,읽찐,ilk.Jin,lk-c,lkJ,0.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ta,젊다,젊따,cvlm.da,lm-t,lmd,0.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점고,cvm.ko,lm-k,mk,0.0,1.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-kvna,젊거나,점꺼나,cvm.gv.na,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-kvna,젊거나,점꺼나,cvm.gv.na,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ke,젊게,점께,cvm.ge,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ko,젊고,점꾸,cvm.gu,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-kito,젊기도,점끼도,cvm.gi.to,lm-k,mg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점다고,cvm.ta.ko,lm-t,mt,0.0,1.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ta,젊다,점따,cvm.da,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ta,젊다,점따,cvm.da,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점따고,cvm.da.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점따고,cvm.da.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점따고,cvm.da.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점따고,cvm.da.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점따고,cvm.da.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-tako,젊다고,점따고,cvm.da.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-talako,젊다라고,점따라고,cvm.da.la.ko,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-txn,젊든,점뜬,cvm.dxn,lm-t,md,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-sxpnita,젊습니다,점씀니다,cvm.Sxm.ni.ta,lm-s,mS,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-cito,젊지도,점지도,cvm.ci.to,lm-c,mc,0.0,1.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-canha,젊잖아,점짜나,cvm.Ja.na,lm-c,mJ,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-ci,젊지,점찌,cvm.Ji,lm-c,mJ,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cvlm-cimanyo,젊지만요,점찌만요,cvm.Ji.man.yo,lm-c,mJ,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cilxpalp-ko,지르밟고,지러발꼬,ci.lv.pal.go,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cispalp-ke,짓밟게,짓발께,cis.pal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
cispalp-ci,짓밟지,짓빨찌,cis.bal.Ji,lp-c,lJ,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짝께,Jak.ge,lp-k,kg,0.0,1.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ko,짧고,짤고,Jal.ko,lp-k,lk,1.0,0.0,,,0.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kelakipota,짧게라기보다,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ko,짧고,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kenama,짧게나마,짤께나마,Jal.ge.na.ma,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kenama,짧게나마,짤께나마,Jal.ge.na.ma,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kenama,짧게나마,짤께나마,Jal.ge.na.ma,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-keto,짧게도,짤께도,Jal.ge.to,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1.0,0.0,,,1.0,lC+Obstruen,,,,,,,,,,,,,,,,,,,,,
